CRIMINAL DAMAGE,41.6714331245,-87.6406395752
CRIMINAL DAMAGE,41.9822535994,-87.7682087644
BURGLARY,41.7491745497,-87.6004208503
BATTERY,41.8106228905,-87.6018666494
BATTERY,41.8000311699,-87.620830785
THEFT,41.7840959854,-87.6681157778
NARCOTICS,41.862990601,-87.7126405505
OTHER OFFENSE,41.7800531559,-87.6498000197
THEFT,41.8810686431,-87.7206141268
THEFT,41.9253559432,-87.6613992416
THEFT,41.9227757888,-87.6533754055
CRIMINAL DAMAGE,41.7582743674,-87.6164695517
THEFT,41.9679365431,-87.7462283674
THEFT,41.8779325582,-87.6862010127
OTHER OFFENSE,41.9776664969,-87.8463232364
OTHER OFFENSE,42.0025092593,-87.6925927528
THEFT,41.8088767534,-87.7026359742
CRIMINAL DAMAGE,41.7856108611,-87.6535873493
ROBBERY,41.9703491524,-87.711397131
THEFT,41.8465144443,-87.6991467944
THEFT,41.8777184578,-87.6548116345
NARCOTICS,41.7048265599,-87.6280681699
NARCOTICS,41.8930177675,-87.7497210176
ASSAULT,42.010521856,-87.6613241908
ASSAULT,41.7399913137,-87.562554332
BATTERY,41.6859402876,-87.6786611762
NARCOTICS,41.7754209081,-87.6833941369
THEFT,41.8806194409,-87.6474734282
BATTERY,41.7603203658,-87.5665481216
NARCOTICS,41.8162030809,-87.6199288819
NARCOTICS,41.7449859947,-87.6646390655
BATTERY,41.9750329329,-87.7804710279
NARCOTICS,41.7499810247,-87.6016576606
ROBBERY,41.9616882277,-87.7108526349
BURGLARY,41.9245579368,-87.7391483328
OTHER OFFENSE,41.8411992765,-87.7087482779
NARCOTICS,41.880880919,-87.7046678212
NARCOTICS,41.9771630049,-87.7892054605
CRIMINAL TRESPASS,41.7603555498,-87.6144341663
CRIMINAL DAMAGE,41.9825392816,-87.6895637537
OTHER OFFENSE,41.8274159311,-87.6822630945
NARCOTICS,41.7688835232,-87.6604319456
NARCOTICS,41.8574374891,-87.7190006806
WEAPONS VIOLATION,41.7947528368,-87.6255392718
BATTERY,41.7890559638,-87.6224704221
CRIMINAL TRESPASS,41.6849388227,-87.6611096499
ROBBERY,41.963671055,-87.7182606515
OTHER OFFENSE,41.7929684805,-87.7856394944
NARCOTICS,41.7523785771,-87.5612517423
WEAPONS VIOLATION,41.7481332581,-87.6866120894
DECEPTIVE PRACTICE,41.8705252378,-87.6242854261
NARCOTICS,41.9664931309,-87.6541793011
BURGLARY,41.9356246851,-87.7269392492
CRIMINAL DAMAGE,41.7911580255,-87.6865501665
THEFT,41.9167555533,-87.7513676104
MOTOR VEHICLE THEFT,41.6589519022,-87.5400348659
MOTOR VEHICLE THEFT,41.9041024408,-87.7338719086
THEFT,41.9794128256,-87.6894187116
BATTERY,41.7516201767,-87.6004919786
CRIMINAL DAMAGE,41.9362064744,-87.6651407512
CRIMINAL DAMAGE,41.8073940971,-87.6124780216
THEFT,41.9326145078,-87.6488718218
OTHER OFFENSE,41.9411413436,-87.8042362766
CRIMINAL DAMAGE,41.7443763732,-87.6622195944
MOTOR VEHICLE THEFT,41.7770929724,-87.6700872486
OTHER OFFENSE,41.6541766147,-87.5388237174
BURGLARY,41.7758820271,-87.683407812
ASSAULT,41.7492278783,-87.5478550325
NARCOTICS,41.7511352256,-87.6075337658
BATTERY,41.9976049292,-87.703417279
NARCOTICS,41.9617545034,-87.6650393442
NARCOTICS,41.7624668766,-87.5649757814
ROBBERY,41.7590997926,-87.558055784
PUBLIC PEACE VIOLATION,41.8540046246,-87.683630595
BATTERY,41.9067682075,-87.7631882116
THEFT,41.750059768,-87.5989449158
BATTERY,41.8025299899,-87.5920156994
BATTERY,41.863880258,-87.659183474
ASSAULT,41.7008273253,-87.6288405828
THEFT,41.8767162889,-87.7452904922
OTHER OFFENSE,41.9378199642,-87.7469971936
THEFT,41.8870253376,-87.6166037893
BURGLARY,41.9821145914,-87.7672868271
CRIMINAL DAMAGE,41.8136789338,-87.64064972
BURGLARY,41.6939830437,-87.7202949406
BATTERY,41.749204679,-87.5721333596
NARCOTICS,41.9037790037,-87.6321791888
BATTERY,41.9175442863,-87.7027281875
THEFT,41.9030697735,-87.6779686012
BATTERY,41.7281856532,-87.599923118
NARCOTICS,41.9676033951,-87.7524862045
MOTOR VEHICLE THEFT,41.7107872232,-87.6000073849
OTHER OFFENSE,41.9398072388,-87.65397738
THEFT,41.944619042,-87.6495557851
BATTERY,41.7423379581,-87.7187359471
BATTERY,41.8834863245,-87.7083916869
ROBBERY,41.787150427,-87.6962047542
ROBBERY,42.0034073538,-87.6996477587
CRIMINAL DAMAGE,41.7603312625,-87.5579493299
CRIMINAL DAMAGE,41.7441401554,-87.7023831509
THEFT,41.859325215,-87.7092693975
DECEPTIVE PRACTICE,41.8527514583,-87.6244046822
MOTOR VEHICLE THEFT,41.875101886,-87.7297992383
CRIMINAL DAMAGE,41.809068806,-87.6402372155
BATTERY,41.854254826,-87.7279140292
MOTOR VEHICLE THEFT,41.8421451219,-87.6397225662
CRIMINAL DAMAGE,41.809068806,-87.6402372155
CRIMINAL DAMAGE,41.798047595,-87.7010991687
NARCOTICS,41.9401015975,-87.6485565241
CRIMINAL DAMAGE,41.9311062588,-87.6597255625
OFFENSE INVOLVING CHILDREN,41.6924544268,-87.6248311925
THEFT,41.7109155084,-87.6562390478
NARCOTICS,42.0221273487,-87.6675062688
ROBBERY,41.804153594,-87.6086302041
BATTERY,41.7686331048,-87.5903972718
NARCOTICS,41.8855047459,-87.6280823339
THEFT,41.696240184,-87.5966721664
NARCOTICS,41.7236682748,-87.6552919517
ROBBERY,41.9408631407,-87.7227472405
BATTERY,41.9804634687,-87.6801215468
THEFT,41.9117647592,-87.7493959703
OTHER OFFENSE,41.8787138969,-87.7293870348
NARCOTICS,41.8767162889,-87.7452904922
THEFT,41.8746093189,-87.6566877524
CRIMINAL TRESPASS,41.6565721842,-87.602478025
NARCOTICS,41.8802900567,-87.7529911865
MOTOR VEHICLE THEFT,41.7330716463,-87.6210400487
BATTERY,41.8925257914,-87.6180848736
THEFT,41.8899372607,-87.6290692669
CRIMINAL DAMAGE,41.8551740947,-87.6505864523
BATTERY,41.813648085,-87.6400851358
BURGLARY,41.7492855377,-87.6040622193
THEFT,41.752275464,-87.6493545172
ASSAULT,41.8929096064,-87.7532883208
THEFT,41.8026096338,-87.5860951858
THEFT,41.6579945728,-87.5974448535
CRIMINAL DAMAGE,41.9272662799,-87.6558559801
BATTERY,41.8584411123,-87.6240922266
BURGLARY,41.8776116286,-87.6906252781
CRIMINAL DAMAGE,41.7154501881,-87.5983464572
CRIMINAL DAMAGE,42.008316151,-87.6680256188
THEFT,41.6892702924,-87.640924214
BATTERY,41.893920306,-87.7744827671
BATTERY,41.7511167745,-87.6085234491
THEFT,41.8723566498,-87.6572145274
OTHER OFFENSE,41.8384715117,-87.7303233614
OTHER OFFENSE,41.7788583828,-87.6984059662
BURGLARY,41.6726460262,-87.6226436599
THEFT,41.779908507,-87.6835138108
BATTERY,41.9049994759,-87.7595928741
NARCOTICS,41.8744919013,-87.708112139
BATTERY,41.955524611,-87.7159125503
ROBBERY,41.9025016851,-87.6722182326
INTERFERENCE WITH PUBLIC OFFICER,41.9531747086,-87.776377089
BATTERY,41.874147678,-87.7474399845
NARCOTICS,41.8950542727,-87.7552008891
CRIMINAL DAMAGE,41.8880270224,-87.7713867561
BATTERY,41.854398931,-87.7334112662
INTERFERENCE WITH PUBLIC OFFICER,41.876752307,-87.7437516339
NARCOTICS,41.8764115973,-87.745274926
CRIMINAL DAMAGE,41.7567006094,-87.5616250856
ROBBERY,41.9045578762,-87.7280965848
CRIM SEXUAL ASSAULT,41.7447370417,-87.6425052191
THEFT,41.8901230166,-87.6316197261
BATTERY,41.9041626471,-87.6298460138
THEFT,41.9312127983,-87.6624549817
DECEPTIVE PRACTICE,41.9443558659,-87.6551531261
OTHER OFFENSE,42.0183009984,-87.6831348032
MOTOR VEHICLE THEFT,41.8566171482,-87.6500535288
OFFENSE INVOLVING CHILDREN,41.8816036218,-87.753350191
CRIMINAL DAMAGE,41.9741281076,-87.6934546674
THEFT,41.9055454949,-87.7584785717
BATTERY,41.943466239,-87.6495166427
ASSAULT,41.7833887003,-87.6317947629
BURGLARY,41.982003906,-87.7682146503
BATTERY,41.8411717744,-87.6281473274
CRIMINAL DAMAGE,41.8816757116,-87.6469700604
INTERFERENCE WITH PUBLIC OFFICER,41.9104387738,-87.7249807304
THEFT,41.89015683,-87.6290742003
THEFT,41.9037159475,-87.6312909061
MOTOR VEHICLE THEFT,41.7745894409,-87.6047288158
BATTERY,41.7500035247,-87.5513306635
CRIMINAL DAMAGE,41.9103496967,-87.6788383133
ROBBERY,41.748304864,-87.6671734876
BATTERY,41.9094429354,-87.6762318498
ASSAULT,41.945468158,-87.656233062
THEFT,41.9669598041,-87.7340514907
BATTERY,41.8533253032,-87.7249459683
THEFT,41.8899372607,-87.6290692669
CRIMINAL DAMAGE,41.8957417156,-87.6313745734
ROBBERY,41.7714916391,-87.5726287548
BATTERY,41.7637156277,-87.6745722549
BURGLARY,41.7453445314,-87.6658885702
ROBBERY,41.8189081834,-87.702834709
THEFT,41.9445055137,-87.6544715202
BATTERY,41.6840637042,-87.6184178015
THEFT,41.9133520045,-87.6764562831
ASSAULT,41.9032806235,-87.6774080852
MOTOR VEHICLE THEFT,41.8728364898,-87.6896193473
BATTERY,41.9549195863,-87.65629479
ASSAULT,41.8830892571,-87.7060306176
CRIMINAL DAMAGE,41.8646787561,-87.6466636134
THEFT,41.8752799934,-87.6864003479
CRIMINAL DAMAGE,41.7992234658,-87.6463652968
BATTERY,41.8909380342,-87.629822197
THEFT,41.853641149,-87.695651747
CRIMINAL DAMAGE,41.9536823016,-87.7696119182
THEFT,41.7284588851,-87.6532706486
INTERFERENCE WITH PUBLIC OFFICER,41.8805677645,-87.7307172471
BATTERY,41.7900670344,-87.6461147085
LIQUOR LAW VIOLATION,41.7896450309,-87.6254267848
BURGLARY,41.7755675278,-87.7420323201
CRIMINAL DAMAGE,41.7691854535,-87.5699983338
CRIMINAL DAMAGE,41.926983183,-87.6595117041
ASSAULT,41.7357075433,-87.6437561043
BATTERY,41.8940316145,-87.7680689197
MOTOR VEHICLE THEFT,41.895130617,-87.7448387865
THEFT,41.8795772723,-87.7317987964
THEFT,41.9676967027,-87.6814396974
CRIMINAL DAMAGE,41.9498037317,-87.6726707618
CRIMINAL DAMAGE,41.7718730413,-87.6972137844
ROBBERY,41.9456921826,-87.650503715
MOTOR VEHICLE THEFT,41.8818168621,-87.7026940243
CRIMINAL DAMAGE,41.926983183,-87.6595117041
BATTERY,41.9097034553,-87.7741283695
DECEPTIVE PRACTICE,41.9381086087,-87.8065437865
BATTERY,41.7221552762,-87.5390674534
BATTERY,41.9020637734,-87.6540800817
CRIMINAL DAMAGE,41.7985694604,-87.7001845155
BATTERY,41.9579018834,-87.6547889254
BATTERY,41.894899154,-87.7698169381
BATTERY,41.6815388162,-87.6421785534
BATTERY,41.8949043989,-87.6206293886
BATTERY,42.0024941222,-87.6724975417
BATTERY,41.6933198645,-87.628560028
MOTOR VEHICLE THEFT,41.7275989774,-87.5880750753
MOTOR VEHICLE THEFT,41.8513039953,-87.7335246068
BATTERY,41.8623360427,-87.7251982965
ASSAULT,41.8753093109,-87.7136119018
BATTERY,41.7728138275,-87.6614503313
CRIMINAL DAMAGE,41.9552431461,-87.67608511
BURGLARY,41.7708357094,-87.5851590258
CRIMINAL DAMAGE,41.8574127933,-87.6541857115
ROBBERY,41.7935639857,-87.661079646
BATTERY,41.9326612761,-87.724413119
BURGLARY,41.9040919943,-87.6313051538
CRIMINAL DAMAGE,41.7780394202,-87.6859047523
ASSAULT,41.8635860485,-87.7338099833
BATTERY,41.7692181651,-87.6755680347
CRIMINAL DAMAGE,41.6998801608,-87.5633337842
BURGLARY,41.9787026659,-87.714982574
THEFT,41.8818500799,-87.6472179031
CRIMINAL DAMAGE,41.9682958238,-87.7127960374
BATTERY,41.8468353372,-87.6475371132
THEFT,41.8561188137,-87.7369521241
BATTERY,41.9121799442,-87.7457880558
BATTERY,41.7884419922,-87.6488015334
OTHER OFFENSE,41.7419944463,-87.5674477338
THEFT,41.7742537934,-87.6071961939
CRIMINAL TRESPASS,41.7205401553,-87.5667318564
OTHER OFFENSE,41.8545060051,-87.6610768628
CRIMINAL DAMAGE,42.0148598645,-87.6678249475
BURGLARY,41.9195879663,-87.6800115709
BATTERY,42.0170729347,-87.6642654313
THEFT,41.8382686255,-87.6376433443
THEFT,41.808711533,-87.612507268
THEFT,42.0112436455,-87.708960393
CRIMINAL DAMAGE,41.8155489264,-87.6869871425
CRIMINAL DAMAGE,41.9318518904,-87.6406809257
OTHER OFFENSE,41.8791737554,-87.7624200808
CRIMINAL DAMAGE,41.9428159106,-87.6403711349
THEFT,41.88046555,-87.644228929
CRIMINAL DAMAGE,41.908287618,-87.7162981362
CRIMINAL DAMAGE,41.7904137252,-87.6947826595
NARCOTICS,41.8780622404,-87.7275828851
BATTERY,41.8766936152,-87.7603491706
ASSAULT,42.0212607738,-87.6704521114
THEFT,41.800234141,-87.5875237772
OTHER OFFENSE,41.978896531,-87.9064638884
OFFENSE INVOLVING CHILDREN,41.9272057357,-87.7172072816
CRIMINAL DAMAGE,41.9115909801,-87.6502500783
DECEPTIVE PRACTICE,41.8967604947,-87.6283478496
ASSAULT,41.8131607168,-87.6321302639
ASSAULT,41.7447530741,-87.6012186672
THEFT,41.8058393551,-87.7199633457
ROBBERY,41.68407975,-87.6205592609
DECEPTIVE PRACTICE,41.9575500704,-87.6899660621
MOTOR VEHICLE THEFT,41.9746648485,-87.764112898
THEFT,41.8863527809,-87.7747103118
OTHER OFFENSE,41.8133706574,-87.7089416807
BURGLARY,41.9075227738,-87.6958468617
THEFT,41.7928234227,-87.6744099739
CRIMINAL DAMAGE,41.7158679582,-87.5644725449
OTHER OFFENSE,41.8750181217,-87.7502372943
THEFT,41.8856112183,-87.6965568394
BATTERY,41.7735699116,-87.6010560231
DECEPTIVE PRACTICE,41.8671225573,-87.6414131372
OTHER OFFENSE,41.9618307225,-87.7371843782
THEFT,41.7437856467,-87.6048793067
THEFT,41.8656919781,-87.7653375509
OTHER OFFENSE,41.8009620119,-87.6843647381
THEFT,41.7771813934,-87.6890003349
THEFT,41.7937970931,-87.64529376
ROBBERY,41.7620481027,-87.6733137689
BATTERY,41.8062258355,-87.6099859672
THEFT,41.7364289923,-87.5857819952
OTHER OFFENSE,41.9089267091,-87.6289634437
THEFT,41.8770285387,-87.6864818549
CRIMINAL DAMAGE,41.8778279975,-87.6812999987
BATTERY,41.7490587144,-87.6502058726
OFFENSE INVOLVING CHILDREN,41.8710323727,-87.687948525
BURGLARY,41.9784368671,-87.7649656429
ROBBERY,41.7279793841,-87.5499602801
NARCOTICS,41.8599482731,-87.7077766085
BATTERY,41.7274020975,-87.6057421429
BATTERY,41.6911661273,-87.6044517814
OTHER OFFENSE,41.7733510492,-87.5757668643
LIQUOR LAW VIOLATION,41.7335442573,-87.5514863816
ASSAULT,41.7278386904,-87.5510610078
BATTERY,41.9574439605,-87.6506834264
BATTERY,41.8007822188,-87.6162783659
OTHER OFFENSE,41.9763114345,-87.9049770018
OTHER OFFENSE,41.7829781215,-87.7825346209
BATTERY,41.9023310117,-87.74047483
MOTOR VEHICLE THEFT,41.8949887414,-87.7618458472
THEFT,41.8079819992,-87.7041156071
THEFT,41.9489809746,-87.7321907377
CRIMINAL DAMAGE,41.9554257158,-87.7570673185
OTHER OFFENSE,41.882747303,-87.7586756259
OTHER OFFENSE,41.9493618512,-87.691037267
CRIMINAL DAMAGE,41.928142169,-87.7586101573
OTHER OFFENSE,41.9687216038,-87.6884747205
NARCOTICS,41.8945529157,-87.7127721245
THEFT,41.7512700481,-87.6123843532
NARCOTICS,41.8164582196,-87.6212430233
OTHER OFFENSE,41.6708233626,-87.6515680568
THEFT,41.8970528393,-87.6299277225
BURGLARY,41.9244111605,-87.7237125507
THEFT,41.928707859,-87.6879224082
CRIMINAL TRESPASS,41.8988113509,-87.7481990009
THEFT,41.8986800064,-87.6371055705
BURGLARY,41.7921907312,-87.726958245
BATTERY,41.7914931117,-87.663140152
BATTERY,41.7287964943,-87.6044881611
NARCOTICS,41.7804328322,-87.594114461
ROBBERY,41.8012161521,-87.6551975544
DECEPTIVE PRACTICE,41.8948627966,-87.6241044452
DECEPTIVE PRACTICE,41.9951275437,-87.7859513161
ASSAULT,42.0213083812,-87.6720451459
CRIMINAL TRESPASS,41.7657961404,-87.5737077328
BATTERY,41.7466700085,-87.6588353835
BATTERY,41.7904303859,-87.6701147935
THEFT,41.9482873405,-87.6448443883
THEFT,41.9313218073,-87.6660921162
BURGLARY,41.7679225149,-87.5711533312
CRIMINAL DAMAGE,41.7044603643,-87.5653738412
OFFENSE INVOLVING CHILDREN,41.7667127699,-87.614223905
THEFT,41.761652884,-87.5834110569
ASSAULT,41.7552690736,-87.5829026486
DECEPTIVE PRACTICE,41.948130027,-87.6433242209
NARCOTICS,41.9203111555,-87.7267976548
NARCOTICS,41.7494522758,-87.5529974284
THEFT,41.9297763516,-87.7772789145
BATTERY,41.7574805837,-87.6501385562
BURGLARY,41.7844686059,-87.615583845
THEFT,41.8844315903,-87.7651569129
THEFT,41.9660214531,-87.7593251379
BATTERY,41.9725315564,-87.7627969957
THEFT,41.9298225207,-87.6846037235
CRIMINAL DAMAGE,41.7776909909,-87.6922838546
DECEPTIVE PRACTICE,41.9776259833,-87.6873992723
CRIMINAL DAMAGE,41.9112762132,-87.7713812718
MOTOR VEHICLE THEFT,41.9680672857,-87.7086063134
THEFT,41.8283245867,-87.608977734
OTHER OFFENSE,41.9195540076,-87.728928603
THEFT,41.9151697746,-87.7640356425
BATTERY,41.7768615113,-87.676131523
NARCOTICS,41.7363945941,-87.6143643681
BATTERY,41.7414049466,-87.558928222
THEFT,42.0174758833,-87.6775017912
THEFT,41.8767982517,-87.6277961898
DECEPTIVE PRACTICE,41.9201316543,-87.7101874418
ASSAULT,41.7026144695,-87.6671326241
THEFT,41.8834800763,-87.6277300275
DECEPTIVE PRACTICE,41.8381589381,-87.6458609668
NARCOTICS,41.6872384922,-87.6236656172
NARCOTICS,41.7125373181,-87.6234826337
NARCOTICS,41.7781459,-87.6704100298
NARCOTICS,41.8821195032,-87.7262629637
NARCOTICS,41.7536344007,-87.6232022393
BATTERY,41.8865764125,-87.7632576048
NARCOTICS,41.8949238167,-87.7681345114
BATTERY,41.7580740387,-87.5601829015
THEFT,41.78576284,-87.7383599426
BATTERY,41.7360907157,-87.5595563013
NARCOTICS,41.8945897034,-87.7139948522
OTHER OFFENSE,41.9766532154,-87.9009844631
NARCOTICS,41.8779067722,-87.6864950302
BURGLARY,41.7493061538,-87.6025558269
BURGLARY,41.8946792855,-87.6777311694
OTHER OFFENSE,41.7847429438,-87.6419695953
THEFT,41.91104446,-87.6315228852
BURGLARY,41.7543111252,-87.6351093941
BURGLARY,41.9469926312,-87.7324226221
THEFT,41.8603212886,-87.6592392124
DECEPTIVE PRACTICE,41.7930413119,-87.6741217072
BURGLARY,41.9393890159,-87.7828997845
THEFT,41.9122891926,-87.6806481198
ASSAULT,41.8773972972,-87.6423708468
NARCOTICS,41.7664645608,-87.6057481499
THEFT,41.9533067321,-87.7663469991
BATTERY,41.7832725006,-87.6605418445
ASSAULT,41.8724604106,-87.7269087918
CRIMINAL TRESPASS,41.885798754,-87.6308297382
CRIMINAL DAMAGE,41.6944667671,-87.6271817652
BATTERY,41.6908115786,-87.6285654399
THEFT,41.6927247255,-87.6044232014
THEFT,41.7856787962,-87.7385587216
THEFT,41.8855047459,-87.6280823339
CRIMINAL DAMAGE,41.8717569653,-87.6518639656
THEFT,41.7933126114,-87.6841742061
OTHER OFFENSE,41.9256873143,-87.6409607438
CRIMINAL TRESPASS,41.755547068,-87.5701123197
NARCOTICS,41.9560980722,-87.7042710387
NARCOTICS,41.9026007695,-87.7217931738
NARCOTICS,41.8981097217,-87.7608997395
NARCOTICS,41.8949028394,-87.7694496111
THEFT,41.7668341884,-87.6130165605
DECEPTIVE PRACTICE,41.911028352,-87.6483971032
CRIMINAL DAMAGE,41.7668849148,-87.6904926458
THEFT,41.9016105649,-87.6819543861
THEFT,41.7668341884,-87.6130165605
THEFT,41.8811795644,-87.6275937635
BATTERY,41.7217618181,-87.5754866814
OTHER OFFENSE,41.7802648184,-87.6030293661
CRIMINAL DAMAGE,41.9247376321,-87.714971117
OTHER OFFENSE,41.7617346021,-87.6089794261
ROBBERY,41.7596099334,-87.6441270166
THEFT,41.7237499425,-87.6528587467
OTHER OFFENSE,41.6782084273,-87.6203678106
MOTOR VEHICLE THEFT,41.7027671902,-87.6050092299
BATTERY,41.8286698838,-87.6145802944
WEAPONS VIOLATION,41.6921039148,-87.6398027362
THEFT,41.928707859,-87.6879224082
ASSAULT,41.7945889536,-87.6319293399
CRIMINAL DAMAGE,41.9213136561,-87.6925973459
NARCOTICS,41.773328855,-87.7206874419
THEFT,41.9766079969,-87.6597243566
THEFT,41.9355088031,-87.6538098352
NARCOTICS,41.789432541,-87.6177066167
NARCOTICS,41.7914944105,-87.6558757565
THEFT,41.7913436966,-87.5801094698
BATTERY,41.7982856161,-87.6669825163
THEFT,41.8105649466,-87.6753212817
CRIMINAL TRESPASS,41.8258797699,-87.6077248176
CRIMINAL DAMAGE,41.9053543009,-87.7204480955
NARCOTICS,41.6782934942,-87.6698617394
CRIMINAL DAMAGE,41.8162747516,-87.6847897838
CRIMINAL TRESPASS,41.9484863111,-87.6496688503
MOTOR VEHICLE THEFT,41.930411076,-87.6941306496
THEFT,41.8893974203,-87.6265153807
BATTERY,41.7524837138,-87.572486752
OTHER OFFENSE,41.7998170852,-87.6208258216
CRIMINAL DAMAGE,41.8975768576,-87.7736060755
ASSAULT,41.8819451185,-87.7454922616
WEAPONS VIOLATION,41.7362208603,-87.629296609
NARCOTICS,41.7918765742,-87.6573935578
NARCOTICS,41.8804893548,-87.7544178376
CRIMINAL DAMAGE,41.9069878586,-87.6885122645
CRIMINAL DAMAGE,41.7408435136,-87.6889020483
THEFT,42.0192894972,-87.6750542966
BATTERY,41.7722693622,-87.6459564532
CRIMINAL TRESPASS,41.8307061604,-87.61021311
THEFT,41.8967604947,-87.6283478496
CRIMINAL DAMAGE,41.6986436764,-87.6121632017
THEFT,41.9127946999,-87.7262773139
BURGLARY,41.7011204253,-87.6158889595
MOTOR VEHICLE THEFT,41.9419771904,-87.6999329253
ASSAULT,41.7508632417,-87.6259666575
NARCOTICS,41.8590014284,-87.7287722984
THEFT,41.8965734629,-87.6278320093
MOTOR VEHICLE THEFT,41.9068263497,-87.7705239323
BATTERY,42.0116550474,-87.6669458042
WEAPONS VIOLATION,41.7781435352,-87.6379782606
NARCOTICS,41.879597539,-87.7463216327
THEFT,41.8855047459,-87.6280823339
CRIMINAL DAMAGE,41.7968506607,-87.7906343693
THEFT,41.9087317329,-87.6347810988
THEFT,41.7909773273,-87.6570766424
THEFT,41.7621077628,-87.6310699613
CRIMINAL DAMAGE,41.7800121555,-87.6737712059
THEFT,41.9073513451,-87.6824103419
BURGLARY,41.7767772921,-87.6375934049
THEFT,41.884603381,-87.624313404
ROBBERY,41.672066056,-87.6491757881
BATTERY,41.7696697351,-87.5953964297
ROBBERY,41.6790905164,-87.619669875
THEFT,41.9713082889,-87.7769068061
